LAST EDITED DATE	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	OBSERVER ORCID ID	SAMPLING EVENT IDENTIFIER	OBSERVATION TYPE	PROTOCOL NAME	PROTOCOL CODE	PROJECT NAMES	PROJECT IDENTIFIERS	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	CHECKLIST COMMENTS	
2025-03-24 09:16:10.411641	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Deerlick Creek Park	L25275013	H	33.2564480	-87.4310370	2025-03-24	06:55:00	obsr151204		S220458394	Traveling	Traveling	P22			71	1.877		1	1			
2025-03-14 17:00:01.846794	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Rocky Branch Park	L2612316	H	33.2760286	-87.4145222	2025-03-14	06:50:00	obsr1139460		S218506434	Traveling	Traveling	P22			69	1.674		2	1	G14240710		
2025-03-14 17:00:01.758986	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Rocky Branch Park	L2612316	H	33.2760286	-87.4145222	2025-03-14	08:40:00	obsr1139460		S218506433	Traveling	Traveling	P22			130	4.200		2	1	G14240709		
2025-03-14 17:00:01.846794	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Rocky Branch Park	L2612316	H	33.2760286	-87.4145222	2025-03-14	06:50:00	obsr990599		S218482512	Traveling	Traveling	P22			69	1.674		2	1	G14240710		
2025-03-14 17:00:01.758986	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Rocky Branch Park	L2612316	H	33.2760286	-87.4145222	2025-03-14	08:40:00	obsr990599		S218482667	Traveling	Traveling	P22			130	4.200		2	1	G14240709		
2025-03-20 15:42:07.54127	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Lake Harris	L2612327	H	33.2712298	-87.4705240	2025-03-20	14:31:00	obsr447687		S219657485	Traveling	Traveling	P22			10	0.290		1	1			
2025-03-22 10:27:54.275105	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Fosters Loop — Benton Bend	L26410636	P	33.1082210	-87.6507680	2025-03-22	08:44:00	obsr990599		S219976617	Traveling	Traveling	P22			43	7.854		1	1			
2025-03-17 09:52:52.985584	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			4808 Leeward Avenue, Northport, Alabama, US (33.257, -87.595)	L26824675	P	33.2566893	-87.5948483	2025-03-17	08:30:00	obsr1783375		S219048152	Incidental	Incidental	P20						1	0			
2025-03-30 16:37:05.670319	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			17694 U.S. 43, Northport, Alabama, US (33.425, -87.605)	L27095723	P	33.4251511	-87.6054867	2025-03-30	09:20:00	obsr916618		S221925640	Stationary	Stationary	P21			26			1	1			
2025-03-29 12:31:48.25322	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			17694 U.S. 43, Northport, Alabama, US (33.425, -87.605)	L27095723	P	33.4251511	-87.6054867	2025-03-29	10:14:00	obsr916618		S221574608	Stationary	Stationary	P21			48			1	1			
2025-03-29 09:35:15.718018	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			17694 U.S. 43, Northport, Alabama, US (33.425, -87.605)	L27095723	P	33.4251511	-87.6054867	2025-03-28	16:20:00	obsr916618		S221508922	Stationary	Stationary	P21			36			1	1			
2025-03-24 10:28:09.193884	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			DCH Regional Medical Center, Tuscaloosa US-AL (33.2052,-87.5283)	L36346347	P	33.2052200	-87.5283310	2025-03-24	07:50:00	obsr3423678		S220473577	Incidental	Incidental	P20						1	0			
2025-03-30 15:59:26.678094	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			1707 Lindenfield Lane, Tuscaloosa, Alabama, US (33.146, -87.562)	L37061742	P	33.1457935	-87.5620997	2025-03-30	14:57:00	obsr6388743		S221917093	Incidental	Incidental	P20						1	0			
2025-03-23 00:28:31.994915	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Robert Cardinal Park	L37928707	P	33.2222730	-87.6116160	2025-03-22	18:25:00	obsr3031639		S220142654	Incidental	Incidental	P20						1	0			
2025-03-05 15:14:25.002675	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			1707 Lindenfield Lane, Tuscaloosa, Alabama, US (33.146, -87.562)	L37061742	P	33.1457935	-87.5620997	2025-03-05	14:10:00	obsr6388743		S216779286	Stationary	Stationary	P21			3			1	1			
2025-03-17 17:27:43.059587	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Riverview Landing	L38115703	H	33.2225260	-87.5260590	2025-03-17	15:38:00	obsr2915343		S219123966	Traveling	Traveling	P22			48	1.923		1	1			
2025-03-25 09:44:41.384479	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Riverview Landing	L38115703	H	33.2225260	-87.5260590	2025-03-25	08:23:00	obsr2915343		S220671148	Traveling	Traveling	P22			21	0.472		1	1			
2025-03-04 15:04:19.940861	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			610 37th East Street, Tuscaloosa, Alabama, US (33.177, -87.529)	L38225813	P	33.1772214	-87.5288780	2025-03-04	13:53:00	obsr447687		S216633331	Stationary	Stationary	P21			7			2	1			
2025-03-26 23:30:05.807042	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L38588225	P	33.2166920	-87.5499850	2025-03-26	08:30:00	obsr3031639		S221022631	Incidental	Incidental	P20						1	0		list of all birds seen on campus throughout the day	
2025-03-20 23:24:45.09513	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L38588225	P	33.2166920	-87.5499850	2025-03-20	09:25:00	obsr3031639		S219706807	Incidental	Incidental	P20						1	0		catalog of all birds seen throughout the day	
2025-03-03 01:54:12.149899	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Robert Cardinal Park	L37928707	P	33.2222730	-87.6116160	2025-03-02	13:30:00	obsr3031639		S216382505	Incidental	Incidental	P20							0			
2025-03-29 01:01:12.389922	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L38588225	P	33.2166920	-87.5499850	2025-03-28	08:30:00	obsr3031639		S221427390	Incidental	Incidental	P20						1	0		list of all birds seen throughout the day on campus	
2025-03-20 00:53:48.649523	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L38588225	P	33.2166920	-87.5499850	2025-03-19	08:30:00	obsr3031639		S219529729	Incidental	Incidental	P20						1	0		catalog of all birds seen throughout the day	
2025-03-23 09:54:50.073479	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050	L39487371	P	33.1044400	-87.5504990	2025-03-23	08:29:00	obsr355910		S220225451	Stationary	Stationary	P21			21			1	1		As seen from inside house.	
2025-03-03 08:53:37.674301	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050	L39487371	P	33.1044400	-87.5504990	2025-03-03	07:30:00	obsr355910		S216419839	Stationary	Stationary	P21			20			1	1		As seen from inside my house	
2025-03-05 10:16:56.699584	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050	L39487371	P	33.1044400	-87.5504990	2025-03-05	08:41:00	obsr355910		S216732947	Stationary	Stationary	P21			33			1	1		As seen from inside my house	
2025-03-29 15:24:48.835999	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050	L39487371	P	33.1044400	-87.5504990	2025-03-29	14:04:00	obsr355910		S221624304	Traveling	Traveling	P22			19	0.161		1	1		Walking in yard	
2025-03-24 20:09:16.873049	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050	L39487371	P	33.1044400	-87.5504990	2025-03-24	18:37:00	obsr355910		S220592153	Stationary	Stationary	P21			30			1	1		As seen around bird feeders	
2025-03-29 12:14:00.085347	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050	L39551976	P	33.1044400	-87.5504990	2025-03-29	10:55:00	obsr355910		S221568412	Stationary	Stationary	P21			10			1	1		As seen around bird feeders	
2025-03-17 20:10:00.795541	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050	L39487371	P	33.1044400	-87.5504990	2025-03-17	18:29:00	obsr355910		S219146769	Traveling	Traveling	P22			36	0.161		1	1			
2025-03-05 17:39:24.581797	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050	L39487371	P	33.1044400	-87.5504990	2025-03-05	15:58:00	obsr355910		S216795748	Stationary	Stationary	P21			38			1	1		As seen from inside my home.  Cloudy, windy, 51°	
2025-03-20 20:05:57.380884	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050	L39551976	P	33.1044400	-87.5504990	2025-03-20	18:48:00	obsr355910		S219693859	Stationary	Stationary	P21			17			1	1		As seen from inside my home.	
2025-03-01 15:03:50.712854	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)	L40255155	P	33.0902080	-87.3957410	2025-03-01	13:26:00	obsr2940210		S216091439	Stationary	Stationary	P21			37			1	1			
2025-03-08 14:01:51.653247	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)	L40255155	P	33.0902080	-87.3957410	2025-03-08	13:00:00	obsr2940210		S217284153	Incidental	Incidental	P20						1	0			
2025-03-21 11:07:37.667175	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)	L40255155	P	33.0902080	-87.3957410	2025-03-21	08:50:00	obsr2940210		S219777605	Traveling	Traveling	P22			77	0.217		1	1			
2025-03-15 10:38:53.823262	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)	L40255155	P	33.0902080	-87.3957410	2025-03-15	08:41:00	obsr2940210		S218634920	Traveling	Traveling	P22			57	0.211		1	1			
2025-03-29 11:18:01.469395	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)	L40255155	P	33.0902080	-87.3957410	2025-03-29	08:14:00	obsr2940210		S221547577	Stationary	Stationary	P21			122			1	1			
2025-03-14 19:11:56.718755	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)	L40255155	P	33.0902080	-87.3957410	2025-03-14	16:33:00	obsr2940210		S218530306	Stationary	Stationary	P21			98			1	1			
2025-03-24 16:40:48.59988	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125	BIRDLIFE_31408|US-AL_2619	27			Fire Tower Road	L39913834	P	33.0181620	-87.3682880	2025-03-23	06:52:00	obsr1073731		S220230843	Traveling	Traveling	P22			130	10.578		2	1	G14304001		
2025-03-24 16:40:48.59988	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125	BIRDLIFE_31408|US-AL_2619	27			Fire Tower Road	L39913834	P	33.0181620	-87.3682880	2025-03-23	06:52:00	obsr451424		S220230845	Traveling	Traveling	P22			130	10.578		2	1	G14304001		
2025-03-22 09:28:46.670734	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)	L40255155	P	33.0902080	-87.3957410	2025-03-22	07:19:00	obsr2940210		S219957474	Stationary	Stationary	P21			68			1	1			
2025-03-07 11:12:23.80759	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)	L40255155	P	33.0902080	-87.3957410	2025-03-07	09:18:00	obsr2940210		S217045801	Stationary	Stationary	P21			53			1	1			
2025-03-05 10:54:53.037019	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Fresh Market lot	L40873154	P	33.2005814	-87.5263321	2025-03-04	11:30:00	obsr1330942		S216738710	Incidental	Incidental	P20						1	0			
2025-03-26 16:57:48.423002	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Munny Sokol Park	L4032522	H	33.2652452	-87.5350821	2025-03-26	14:37:00	obsr2915343		S220974688	Traveling	Traveling	P22			80	2.229		1	1			
2025-03-29 14:14:17.796465	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Munny Sokol Park	L4032522	H	33.2652452	-87.5350821	2025-03-29	09:15:00	obsr374184		S221600679	Traveling	Traveling	P22			180	3.991		1	1			
2025-03-29 17:40:37.123713	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Munny Sokol Park	L4032522	H	33.2652452	-87.5350821	2025-03-29	13:03:00	obsr374184		S221656851	Stationary	Stationary	P21			2			1	1			
2025-03-07 12:38:36.673835	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Interstate 59, Tuscaloosa, Alabama, US (33.118, -87.652)	L40933189	P	33.1183884	-87.6523978	2025-03-07	11:37:00	obsr809222		S217061478	Incidental	Incidental	P20						1	0			
2025-03-06 17:14:28.236921	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home	L40351726	P	33.2375122	-87.6351837	2025-03-04	09:17:00	obsr6759067		S216592472	Incidental	Incidental	P20						1	0			
2025-03-12 19:31:49.237161	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)	L40255155	P	33.0902080	-87.3957410	2025-03-12	17:44:00	obsr2940210		S218160984	Stationary	Stationary	P21			47			1	1			
2025-03-28 11:14:32.135545	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)	L40255155	P	33.0902080	-87.3957410	2025-03-28	08:43:00	obsr2940210		S221296970	Stationary	Stationary	P21			90			1	1			
2025-03-08 09:22:52.212638	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)	L40255155	P	33.0902080	-87.3957410	2025-03-08	07:28:00	obsr2940210		S217207721	Stationary	Stationary	P21			54			1	1			
2025-03-07 08:52:29.903401	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)	L40255155	P	33.0902080	-87.3957410	2025-03-07	07:08:00	obsr2940210		S217020562	Stationary	Stationary	P21			43			1	1			
2025-03-01 08:45:50.54338	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			13550 Hidden Valley Rd, Cottondale US-AL (33.0902,-87.3957)	L40255155	P	33.0902080	-87.3957410	2025-03-01	06:44:00	obsr2940210		S215997903	Stationary	Stationary	P21			60			1	1			
2025-03-13 10:37:53.352923	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			1026 Meadow Ln N, Tuscaloosa US-AL 33.22905, -87.55081	L40463121	P	33.2290510	-87.5508140	2025-03-13	09:37:00	obsr1792552		S218239147	Incidental	Incidental	P20						1	0			
2025-03-21 19:35:13.699745	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Munny Sokol Park	L4032522	H	33.2652452	-87.5350821	2025-03-21	17:49:00	obsr850449		S219865277	Traveling	Traveling	P22			44	2.122		2	1		Birding E part of South Sokol Park--Sunny with mostly blue cloudless sky with few white clouds around--Windy with wind from SSW at 3-6 mph--Temp of 64 degrees F--25% humidity--Noticed Butterweed and Yellow Jasmine in bloom--Birding with my oldest sister	
2025-03-12 10:55:25.853387	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			15619–15687 SR-69 S, Moundville US-AL 33.03313, -87.58818	L41131004	P	33.0331260	-87.5881850	2025-03-12	09:55:00	obsr910205		S218059981	Incidental	Incidental	P20						1	0			
2025-03-06 17:13:53.893208	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home	L40351726	P	33.2375122	-87.6351837	2025-03-05	08:30:00	obsr6759067		S216910712	Stationary	Stationary	P21			4			3	1			
2025-03-14 20:03:48.074751	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			I-20 E, Tuscaloosa US-AL 33.14168, -87.62539	L41216605	P	33.1416800	-87.6253910	2025-03-14	19:03:00	obsr1643970		S218537896	Incidental	Incidental	P20						1	0			
2025-03-17 09:59:10.37814	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Western Riverwalk	L41309016	P	33.2113430	-87.5767710	2025-03-16	16:19:00	obsr3774491		S219049278	Traveling	Traveling	P22			130	3.868		2	1	G14263565		
2025-03-16 21:08:19.872572	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			3201 Mayberry Landing Dr, Northport US-AL 33.25569, -87.58854	L41311169	P	33.2556890	-87.5885350	2025-03-16	15:14:00	obsr909517		S218990316	Traveling	Traveling	P22			62	3.219		1	1			
2025-03-01 10:11:30.616192	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			35453, Cottondale US-AL (33.0975,-87.4034)	L40730457	P	33.0975320	-87.4033830	2025-03-01	09:09:00	obsr2940210		S216020809	Incidental	Incidental	P20						1	0			
2025-03-18 08:54:26.321137	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			7211–7403 CR-27, Tuscaloosa US-AL 33.17394, -87.62871	L41333642	P	33.1739440	-87.6287140	2025-03-17	14:17:00	obsr503027		S219201025	Incidental	Incidental	P20						2	0	G14270180		
2025-03-17 18:17:17.845955	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Publix Rice Mine Road	L41338920	P	33.2630740	-87.5144170	2025-03-17	17:16:00	obsr2915343		S219131017	Incidental	Incidental	P20						1	0			
2025-03-18 08:54:05.514177	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			1819 Veterans Memorial Pkwy, Tuscaloosa US-AL 33.19726, -87.51304	L41352231	P	33.1972630	-87.5130430	2025-03-18	07:53:00	obsr3423678		S219200955	Incidental	Incidental	P20						1	0			
2025-03-03 16:55:04.991983	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			3815 Oak Colony Dr, Tuscaloosa US-AL 33.25285, -87.52502	L40826281	P	33.2528510	-87.5250190	2025-03-03	15:50:00	obsr4691164		S216497317	Stationary	Stationary	P21			3			1	1		One male/one female	
2025-03-20 14:15:36.170045	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			2600 New Watermelon Road, Tuscaloosa, Alabama, US (33.266, -87.506)	L41437977	P	33.2664079	-87.5057896	2025-03-20	12:56:00	obsr447687		S219643969	Traveling	Traveling	P22			8	0.547		1	1			
2025-03-06 13:36:17.000096	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			CO-OP The Willows	L40905087	P	33.3205626	-87.5400513	2025-03-06	12:00:00	obsr6759067		S216911431	Stationary	Stationary	P21			36			1	1			
2025-03-06 18:20:09.858382	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Snow Hinton Park, Tuscaloosa US-AL 33.18816, -87.52416	L40911554	P	33.1881550	-87.5241590	2025-03-06	16:42:00	obsr3423678		S216949710	Traveling	Traveling	P22			37	1.889		1	1			
2025-03-22 15:13:33.654156	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Tuscaloosa I-20 W, Tuscaloosa US-AL 33.17514, -87.48042	L41525952	P	33.1751410	-87.4804240	2025-03-22	14:04:00	obsr113397		S220062268	Traveling	Traveling	P22			3	7.412		1	1			
2025-03-01 10:12:59.233259	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			35453, Cottondale US-AL (33.1067,-87.4201)	L40730538	P	33.1066500	-87.4200830	2025-03-01	09:11:00	obsr2940210		S216021208	Incidental	Incidental	P20						1	0			
2025-03-07 12:04:15.76603	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Interstate 20, Cottondale, Alabama, US (33.184, -87.348)	L40932016	P	33.1839866	-87.3481692	2025-03-07	11:02:00	obsr809222		S217055567	Incidental	Incidental	P20						1	0			
2025-03-07 12:39:08.015078	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			The University of Alabama Arboretum, Tuscaloosa US-AL	L40933206	P	33.1910950	-87.4744030	2025-03-07	10:37:00	obsr1722350		S217061569	Traveling	Traveling	P22			59	1.095		1	1			
2025-03-07 13:11:47.841832	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			6407–6483 Black Warrior Rd, Tuscaloosa US-AL 33.15214, -87.67917	L40934263	P	33.1521440	-87.6791740	2025-03-07	11:57:00	obsr589781		S217066615	Traveling	Traveling	P22			11	0.378		1	1			
2025-03-25 12:16:49.245904	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			I59, Fosters	L41657350	P	33.1083661	-87.6584278	2025-03-25	10:24:00	obsr588957		S220713283	Incidental	Incidental	P20						2	0	G14319549		
2025-03-25 12:16:49.245904	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			I59, Fosters	L41657350	P	33.1083661	-87.6584278	2025-03-25	10:24:00	obsr908466		S220700237	Incidental	Incidental	P20						2	0	G14319549		
2025-03-25 12:17:57.545187	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Tuscaloosa (town)	L41658793	P	33.2074623	-87.5532958	2025-03-25	10:47:00	obsr588957		S220713544	Traveling	Traveling	P22			18	2.607		2	1	G14319533		
2025-03-10 13:38:16.443801	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			I-20 W, Vance US-AL 33.19500, -87.24305	L41068243	P	33.1949970	-87.2430540	2025-03-10	12:26:00	obsr654499		S217720296	Incidental	Incidental	P20						2	0	G14210200		
2025-03-10 13:38:16.443801	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			I-20 W, Vance US-AL 33.19500, -87.24305	L41068243	P	33.1949970	-87.2430540	2025-03-10	12:26:00	obsr4554844		S217722537	Incidental	Incidental	P20						2	0	G14210200		
2025-03-10 15:29:41.071774	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			I-20 W, Knoxville US-AL 33.03688, -87.73540	L41072673	P	33.0368830	-87.7353950	2025-03-10	13:01:00	obsr654499		S217743262	Incidental	Incidental	P20						1	0			
2025-03-26 18:38:44.381606	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			6906–6982 Black Warrior Rd, Tuscaloosa US-AL 33.13662, -87.66549	L41701616	P	33.1366220	-87.6654910	2025-03-26	12:02:00	obsr1242913		S220991133	Stationary	Stationary	P21			20			1	1	G14327404	The flock of Pectoral sandpipers were feed in the mud where turf had been removed and were there the entire time I was birding.  I focused on the sandpipers.  I did not go looking for the other birds I heard singing.	
2025-03-11 14:06:36.375002	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125	BIRDLIFE_31408|US-AL_2619	27			NFS Road 751A, Oakmulgee (33.012, -87.452)	L41105049	P	33.0119746	-87.4520778	2025-03-11	09:57:00	obsr990599		S217914068	Traveling	Traveling	P22			20	0.901		1	1			
2025-03-28 11:33:23.532042	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			30th St Northport	L41771751	P	33.2371580	-87.5873120	2025-03-28	10:31:00	obsr53167		S221301282	Incidental	Incidental	P20						1	0			
2025-03-31 13:03:40.591161	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			30th St Northport	L41771751	P	33.2371580	-87.5873120	2025-03-31	12:02:00	obsr53167		S222106258	Incidental	Incidental	P20						1	0			
2025-03-28 20:35:56.490933	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			2025 Jack Warner Pkwy, Tuscaloosa US-AL (33.2141,-87.5645)	L41793451	P	33.2140700	-87.5644540	2025-03-28	16:00:00	obsr3423678		S221410810	Stationary	Stationary	P21			15			1	1			
2025-03-30 20:33:58.098671	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park	L41817972	P	33.2249100	-87.5288470	2025-03-29	07:02:00	obsr3423678		S221532918	Traveling	Traveling	P22			153	2.973		2	1	G14343859		
2025-03-14 13:17:11.415129	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		28			22208 SR-216, Woodstock US-AL 33.28072, -87.09874	L41202600	P	33.2807180	-87.0987350	2025-03-14	12:16:00	obsr1751877		S218466402	Incidental	Incidental	P20						1	0			
2025-03-11 14:09:22.444802	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125	BIRDLIFE_31408|US-AL_2619	27			NFS Road 706D, Oakmulgee (33.037, -87.453)	L41105147	P	33.0367499	-87.4530078	2025-03-11	11:03:00	obsr990599		S217914552	Traveling	Traveling	P22			7	0.338		1	1			
2025-03-11 14:17:47.506443	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Newt Hinton Park	L41105436	P	33.1210920	-87.5374223	2025-03-11	12:59:00	obsr447687		S217916832	Traveling	Traveling	P22			17	0.676		2	1			
2025-03-28 19:11:24.356877	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Arboretum/Prickett Running Park	L41145416	P	33.1948120	-87.4808940	2025-03-27	16:39:00	obsr3423678		S221187878	Traveling	Traveling	P22			65	1.946		1	1			
2025-03-12 17:47:59.464991	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Arboretum/Prickett Running Park	L41145416	P	33.1948120	-87.4808940	2025-03-12	16:12:00	obsr3423678		S218142150	Traveling	Traveling	P22			35	1.282		1	1			
2025-03-18 08:54:26.321137	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			7211–7403 CR-27, Tuscaloosa US-AL 33.17394, -87.62871	L41333642	P	33.1739440	-87.6287140	2025-03-17	14:17:00	obsr351904		S219105375	Incidental	Incidental	P20						2	0	G14270180		
2025-03-19 09:23:38.084505	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			5765–5789 Martin Luther King Jr Blvd, Tuscaloosa US-AL 33.15884, -87.59483	L41334315	P	33.1588440	-87.5948260	2025-03-17	14:26:00	obsr351904		S219108908	Stationary	Stationary	P21			13			1	1	G14276113		
2025-04-03 19:00:07.405257	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Carwash	L41170323	P	33.0157909	-87.6021487	2025-03-13	13:13:00	obsr3984872		S218281227	Incidental	Incidental	P20						1	0			
2025-03-13 15:22:51.518875	United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Interstate 20, Vance, Alabama, US (33.189, -87.271)	L41172547	P	33.1890606	-87.2712635	2025-03-13	14:20:00	obsr212979		S218292530	Incidental	Incidental	P20						2	0		75 degrees, many cumulus clouds in otherwise sunny blue sky, wind NNE 3.	
