COUNTRY CODE	IBA CODE	IBA NAME
"CL"	"BIRDLIFE_24708"	"Laguna del Negro Francisco y Laguna Santa Rosa"
"CL"	"BIRDLIFE_24704"	"Lagunas Bravas"
"CL"	"BIRDLIFE_24768"	"Lenqui"
"CL"	"BIRDLIFE_27470"	"Mancopulli"
"CL"	"BIRDLIFE_24790"	"Marisma Buque Quemado"
"CL"	"BIRDLIFE_24754"	"Monumento Natural Cerro Ñielol"
"CL"	"BIRDLIFE_26916"	"Monumento Natural Contulmo"
"CL"	"BIRDLIFE_24722"	"Monumento Natural Isla Cachagua"
"CL"	"BIRDLIFE_24796"	"Monumento Natural Isla Contramaestre"
"CL"	"BIRDLIFE_24803"	"Monumento Natural Laguna de los Cisnes"
"CL"	"BIRDLIFE_24773"	"Monumento Natural Pingüineras de Puñihuil"
"CL"	"BIRDLIFE_24689"	"Monumento Natural Salar de Surire"
"CL"	"BIRDLIFE_24759"	"Niebla"
"CL"	"BIRDLIFE_28566"	"Nigue"
"CL"	"BIRDLIFE_24791"	"Norte de Isla Grande de Tierra del Fuego"
"CL"	"BIRDLIFE_24702"	"Paposo Norte"
"CL"	"BIRDLIFE_27402"	"Paradero de aves Roquerios de Laucho y Lisera"
"CL"	"BIRDLIFE_26917"	"Parque Nacional Alerce Andino"
"CL"	"BIRDLIFE_24739"	"Parque Nacional Archipiélago de Juan Fernández: Islas Robinson Crusoe and Santa Clara"
"CL"	"BIRDLIFE_24716"	"Parque Nacional Bosque de Fray Jorge"
"CL"	"BIRDLIFE_24807"	"Parque Nacional Cabo de Hornos"
"CL"	"BIRDLIFE_24778"	"Parque Nacional Chiloé"
"CL"	"BIRDLIFE_24753"	"Parque Nacional Conguillio"
"CL"	"BIRDLIFE_27446"	"Parque Nacional Hornopirén"
"CL"	"BIRDLIFE_24756"	"Parque Nacional Huerquehue"
"CL"	"BIRDLIFE_24728"	"Parque Nacional La Campana"
"CL"	"BIRDLIFE_24678"	"Parque Nacional Lauca"
"CL"	"BIRDLIFE_24787"	"Parque Nacional Pali Aike"
"CL"	"BIRDLIFE_24703"	"Parque Nacional Pan de Azúcar"
"CL"	"BIRDLIFE_24762"	"Parque Nacional Puyehue"
"CL"	"BIRDLIFE_24691"	"Parque Nacional Salar de Huasco"
"CL"	"BIRDLIFE_24785"	"Parque Nacional Torres del Paine"
"CL"	"BIRDLIFE_24763"	"Parque Nacional Vicente Pérez Rosales"
"CL"	"BIRDLIFE_24757"	"Parque Nacional Villarica"
"CL"	"BIRDLIFE_24779"	"Parque Pumalin"
"CL"	"BIRDLIFE_25108"	"Parque Tumbes Talcahuano"
"CL"	"BIRDLIFE_27330"	"Patranca Island"
"CL"	"BIRDLIFE_28565"	"Península Antonio Varas"
"CL"	"BIRDLIFE_24797"	"Pingüinera del Seno Otway"
"CL"	"BIRDLIFE_27440"	"Playa Colún"
"CL"	"BIRDLIFE_24695"	"Playa Hornitos"
"CL"	"BIRDLIFE_28588"	"Playa Laraquete"
"CL"	"BIRDLIFE_27441"	"Playa Pilolcura"
"CL"	"BIRDLIFE_24776"	"Playa de Pullao"
"CL"	"BIRDLIFE_27400"	"Playa las Machas"
"CL"	"BIRDLIFE_27401"	"Playa sector Chacalluta"
"CL"	"BIRDLIFE_27319"	"Pollolla Lagoon"
"CL"	"BIRDLIFE_24677"	"Precordillera Socoroma-Putre"
"CL"	"BIRDLIFE_27461"	"Puaucho"
"CL"	"BIRDLIFE_28561"	"Pudeto-Quempillén"
"CL"	"BIRDLIFE_24786"	"Puerto Natales"
"CL"	"BIRDLIFE_24707"	"Puerto Viejo"
"CL"	"BIRDLIFE_27393"	"Puerto de Arica"
"CL"	"BIRDLIFE_24769"	"Punta Corona"
"CL"	"BIRDLIFE_27442"	"Punta Huezhui"
"CL"	"BIRDLIFE_24714"	"Punta Lengua de Vaca"
"CL"	"BIRDLIFE_24760"	"Punta Ronca"
"CL"	"BIRDLIFE_28573"	"Putu"
"CL"	"BIRDLIFE_26905"	"Quemchi Aucar"
"CL"	"BIRDLIFE_27324"	"Quinchele Inland and surrouding sea"
"CL"	"BIRDLIFE_24744"	"Reserva Nacional Altos de Lircay"
"CL"	"BIRDLIFE_28568"	"Reserva Nacional Laguna Torca"
"CL"	"BIRDLIFE_24720"	"Reserva Nacional Las Chinchillas"
"CL"	"BIRDLIFE_24698"	"Reserva Nacional Los Flamencos - Soncor"
"CL"	"BIRDLIFE_26889"	"Reserva Nacional Nonguén"
"CL"	"BIRDLIFE_24692"	"Reserva Nacional Pampa del Tamarugal"
"CL"	"BIRDLIFE_24710"	"Reserva Nacional Pingüino de Humboldt - Isla Choros, Damas y Punta de Choros"
"CL"	"BIRDLIFE_24733"	"Reserva Nacional Río Clarillo"
"CL"	"BIRDLIFE_24705"	"Salar de Piedra Parada"
"CL"	"BIRDLIFE_28582"	"Salar de Pujsa"
"CL"	"BIRDLIFE_24699"	"Salar de Tara"
"CL"	"BIRDLIFE_45633"	"Salinas de Huentelauquén Ramsar Site"
"CL"	"BIRDLIFE_24758"	"Santuario de la Naturaleza Carlos Anwandter, Sector Guacamayo y otros Sectores Aledaños"
"CL"	"BIRDLIFE_28570"	"Santuario de la Naturaleza Humedal Laguna Reloca"
"CL"	"BIRDLIFE_25128"	"Santuario de la Naturaleza Península de Hualpén"
"CL"	"BIRDLIFE_28572"	"Santuario de la Naturaleza Rocas de Constitución"
"CL"	"BIRDLIFE_24730"	"Santuario de la Naturaleza Yerba Loca"
"CL"	"BIRDLIFE_24772"	"Santuario de las Aves Bahía de Caulín"
"CL"	"BIRDLIFE_24783"	"Sierra Baguales"
"CL"	"BIRDLIFE_24770"	"Sistema Quetalmahue, Quilo y Mar Brava"
"CL"	"BIRDLIFE_28546"	"Sistema de Bahías TenTen Castro"
"CL"	"BIRDLIFE_28569"	"Sitio Prioritario Humedal de Tilicura"
"CL"	"BIRDLIFE_27328"	"Source of Huemules River"
"CL"	"BIRDLIFE_24684"	"Valle Azapa"
"CL"	"BIRDLIFE_27398"	"Valle de Camarones sector Cuya"
"CL"	"BIRDLIFE_24686"	"Valle de Chaca"
"CL"	"BIRDLIFE_24687"	"Valle de Codpa"
"CL"	"BIRDLIFE_24680"	"Valle de Lluta"
"CL"	"BIRDLIFE_24742"	"Valle del Yeso"
"CL"	"BIRDLIFE_24690"	"Volcán Isluga National Park"
"CM"	"BIRDLIFE_6125"	"Bakossi mountains"
"CM"	"BIRDLIFE_6119"	"Bali-Ngemba Forest Reserve"
"CM"	"BIRDLIFE_6120"	"Banyang Mbo Wildlife Sanctuary"
"CM"	"BIRDLIFE_6133"	"Boumba - Bek"
"CM"	"BIRDLIFE_6110"	"Bénoué National Park"
"CM"	"BIRDLIFE_6134"	"Campo Ma'an complex"
"CM"	"BIRDLIFE_6132"	"Dja Faunal Reserve"
"CM"	"BIRDLIFE_6111"	"Faro National Park"
"CM"	"BIRDLIFE_6109"	"Gashiga - Demsa"
"CM"	"BIRDLIFE_6104"	"Kalamaloué National Park"
"CM"	"BIRDLIFE_6122"	"Korup National Park"
"CM"	"BIRDLIFE_6107"	"Lake Maga"
"CM"	"BIRDLIFE_6136"	"Lobéké National Park"
"CM"	"BIRDLIFE_6105"	"Logone flood-plain"
"CM"	"BIRDLIFE_6108"	"Mayo-Louti Forest Reserve"
"CM"	"BIRDLIFE_6118"	"Mbam Djerem National Park"
"CM"	"BIRDLIFE_6131"	"Mbam Minkom - Kala"
"CM"	"BIRDLIFE_6116"	"Mbi Crater Faunal Reserve - Mbingo forest"
"CM"	"BIRDLIFE_6123"	"Mont Bana"
"CM"	"BIRDLIFE_6124"	"Mont Manengouba"
"CM"	"BIRDLIFE_6126"	"Mont Nlonako"
"CM"	"BIRDLIFE_6130"	"Mount Cameroon and Mokoko-Onge"
"CM"	"BIRDLIFE_6128"	"Mount Kupe"
"CM"	"BIRDLIFE_6117"	"Mount Mbam"
"CM"	"BIRDLIFE_6115"	"Mount Oku"
"CM"	"BIRDLIFE_6127"	"Mount Rata and Rumpi Hills Forest Reserve"
"CM"	"BIRDLIFE_6113"	"Ngaoundaba Ranch"
"CM"	"BIRDLIFE_6114"	"Njinsing - Tabenken"
"CM"	"BIRDLIFE_6135"	"Nki"
"CM"	"BIRDLIFE_6121"	"Santchou Faunal Reserve"
"CM"	"BIRDLIFE_6112"	"Tchabal-Mbabo"
"CM"	"BIRDLIFE_6106"	"Waza National Park"
"CM"	"BIRDLIFE_6129"	"Yabassi"
"CN"	"BIRDLIFE_15574"	"Ailaoshan"
"CN"	"BIRDLIFE_15464"	"Aksayqin Hu and alpine grassland"
"CN"	"BIRDLIFE_15452"	"Aksu River basin"
"CN"	"BIRDLIFE_15427"	"Altay forest and steppe"
"CN"	"BIRDLIFE_15654"	"Anqing wetlands (Caizi Hu, Wuchang Hu and other lakes)"
"CN"	"BIRDLIFE_23199"	"Anzihe Nature Reserve"
"CN"	"BIRDLIFE_15462"	"Aqqik Kol and alpine grassland"
"CN"	"BIRDLIFE_15467"	"Area between Qinghai Hu and A'nyêmaqên"
"CN"	"BIRDLIFE_15460"	"Ayark Kol and alpine grassland"
"CN"	"BIRDLIFE_15445"	"Ayding Kol"
"CN"	"BIRDLIFE_15523"	"Babso Nature Reserve"
"CN"	"BIRDLIFE_15348"	"Bacha Dao Nature Reserve"
"CN"	"BIRDLIFE_15455"	"Bachu Oasis"
"CN"	"BIRDLIFE_15671"	"Badagongshan Nature Reserve"
"CN"	"BIRDLIFE_15524"	"Baihe Nature Reserve"
"CN"	"BIRDLIFE_15382"	"Baihe-Wanbao"
"CN"	"BIRDLIFE_15597"	"Baihua Shan Nature Reserve"
"CN"	"BIRDLIFE_15558"	"Baima Xueshan Nature Reserve"
"CN"	"BIRDLIFE_15553"	"Baishiyi Nature Reserve"
"CN"	"BIRDLIFE_15520"	"Baishui Jiang Nature Reserve"
"CN"	"BIRDLIFE_23191"	"Baishuihe Nature Reserve"
"CN"	"BIRDLIFE_23141"	"Baiyang Nature Reserve"
"CN"	"BIRDLIFE_15591"	"Baiyangdian"
"CN"	"BIRDLIFE_15704"	"Baiyun Forest Park"
"CN"	"BIRDLIFE_15684"	"Bamian Shan Nature Reserve"
"CN"	"BIRDLIFE_15473"	"Bangong Co"
"CN"	"BIRDLIFE_15440"	"Barkol Lake and grassland"
"CN"	"BIRDLIFE_15783"	"Bawangling"
"CN"	"BIRDLIFE_15413"	"Bayan Obo Nature Reserve"
"CN"	"BIRDLIFE_15446"	"Bayanbulak and Kaidu River Valley"
"CN"	"BIRDLIFE_15432"	"Baytik Shan"
"CN"	"BIRDLIFE_15373"	"Beidagang"
"CN"	"BIRDLIFE_15601"	"Beidagang Wetland Nature Reserve"
"CN"	"BIRDLIFE_15588"	"Beidaihe"
"CN"	"BIRDLIFE_27245"	"Beiji Islands"
"CN"	"BIRDLIFE_15784"	"Beili Wan Sigeng"
"CN"	"BIRDLIFE_15551"	"Beiping"
"CN"	"BIRDLIFE_15565"	"Biluo Xueshan"
"CN"	"BIRDLIFE_15602"	"Binzhou coastal islands"
"CN"	"BIRDLIFE_15437"	"Bogda (Tian Chi)"
"CN"	"BIRDLIFE_15447"	"Bosten Lake"
"CN"	"BIRDLIFE_15749"	"Buliuhe Nature Reserve"
"CN"	"BIRDLIFE_15456"	"Bulungkol grassland and wetland"
"CN"	"BIRDLIFE_15429"	"Burgen River Valley"
"CN"	"BIRDLIFE_15426"	"Burqin River and Kanas Lake"
"CN"	"BIRDLIFE_15418"	"Caimushan Nature Reserve"
"CN"	"BIRDLIFE_20931"	"Caiyanghe"
"CN"	"BIRDLIFE_15568"	"Cang Shan Er Hai Nature Reserve"
"CN"	"BIRDLIFE_15583"	"Cao Hai Nature Reserve"
"CN"	"BIRDLIFE_15758"	"Cenwang Laoshan Nature Reserve"
"CN"	"BIRDLIFE_15376"	"Chagan Hu Nature Reserve"
"CN"	"BIRDLIFE_15384"	"Changbai Shan Nature Reserve"
"CN"	"BIRDLIFE_15603"	"Changdao Nature Reserve"
"CN"	"BIRDLIFE_15635"	"Changqing Nature Reserve"
"CN"	"BIRDLIFE_23246"	"Changshagongma Nature Reserve"
"CN"	"BIRDLIFE_27195"	"Changshou Hu"
"CN"	"BIRDLIFE_15472"	"Changtang plateau"
"CN"	"BIRDLIFE_15726"	"Chebaling Nature Reserve"
"CN"	"BIRDLIFE_15664"	"Chen Hu Wetland Nature Reserve"
"CN"	"BIRDLIFE_27255"	"Chi Hu Nature Reserve"
"CN"	"BIRDLIFE_15579"	"Chishui Nature Reserve"
"CN"	"BIRDLIFE_15643"	"Chongming Dongtan Nature Reserve"
"CN"	"BIRDLIFE_15542"	"Cizhu"
"CN"	"BIRDLIFE_15712"	"Coast between Ao Jiang and Feiyun Jiang"
"CN"	"BIRDLIFE_15599"	"Coastal mudflat of Tianjin"
"CN"	"BIRDLIFE_27233"	"Coastal wetlands of northern Chongming Dao island"
"CN"	"BIRDLIFE_15378"	"Dabusu Hu"
"CN"	"BIRDLIFE_15718"	"Daiyun Shan Nature Reserve"
"CN"	"BIRDLIFE_15405"	"Dalai Nur Nature Reserve"
"CN"	"BIRDLIFE_15415"	"Dali Nur Nature Reserve"
"CN"	"BIRDLIFE_15422"	"Damaoqi"
"CN"	"BIRDLIFE_15764"	"Damingshan"
"CN"	"BIRDLIFE_15478"	"Damxung"
"CN"	"BIRDLIFE_15762"	"Daping Shan Nature Reserve"
"CN"	"BIRDLIFE_15540"	"Daqiao"
"CN"	"BIRDLIFE_15417"	"Daqinggou Nature Reserve"
"CN"	"BIRDLIFE_27200"	"Dashahe Nature Reserve"
"CN"	"BIRDLIFE_15562"	"Dashanbao Nature Reserve"
"CN"	"BIRDLIFE_15380"	"Dashanzuizi"
"CN"	"BIRDLIFE_27217"	"Datun Hai and Changqiao Hai"
"CN"	"BIRDLIFE_15763"	"Dawangling Nature Reserve"
"CN"	"BIRDLIFE_15676"	"Dawei Shan Nature Reserve (Hunan)"
"CN"	"BIRDLIFE_15760"	"Dayao Shan Nature Reserve"
"CN"	"BIRDLIFE_15547"	"Dazhubao and Dafengding"
"CN"	"BIRDLIFE_15436"	"Desert and wetland from Northern Urumqi to Dabancheng"
"CN"	"BIRDLIFE_15786"	"Diaoluoshan"
"CN"	"BIRDLIFE_15734"	"Dinghushan"
"CN"	"BIRDLIFE_15722"	"Dongshan Wan"
"CN"	"BIRDLIFE_15673"	"Dongting Hu wetlands"
"CN"	"BIRDLIFE_27244"	"Dongtou Islands"
"CN"	"BIRDLIFE_15624"	"Dongzhai Nature Reserve"
"CN"	"BIRDLIFE_15779"	"Dongzhaigang"
"CN"	"BIRDLIFE_15560"	"Dulong Jiang River Valley"
"CN"	"BIRDLIFE_27238"	"Dunhuang Nature Reserve and Western Qilian Shan mountains"
"CN"	"BIRDLIFE_15685"	"Dupangling Nature Reserve"
"CN"	"BIRDLIFE_15510"	"Eastern Qilian Shan mountains"
"CN"	"BIRDLIFE_27234"	"Eastern tidal flat of Nanhui"
"CN"	"BIRDLIFE_15433"	"Ebi Nur and Kuytun River"
"CN"	"BIRDLIFE_15420"	"Ejin Qidaoqiao Nature Reserve"
"CN"	"BIRDLIFE_15538"	"Emei Shan"
"CN"	"BIRDLIFE_15536"	"Erlang Shan"
"CN"	"BIRDLIFE_15637"	"Erlinggou"
"CN"	"BIRDLIFE_27198"	"Eryuan Niaodiaoshan"
"CN"	"BIRDLIFE_27250"	"Fang Hu Nature Reserve"
"CN"	"BIRDLIFE_15774"	"Fangcheng"
"CN"	"BIRDLIFE_15581"	"Fanjing Shan Nature Reserve"
"CN"	"BIRDLIFE_15349"	"Fenglin Nature Reserve"
"CN"	"BIRDLIFE_15534"	"Fengtongzhai Qiaoqi"
"CN"	"BIRDLIFE_15710"	"Fengyang Shan - Baishanzu Nature Reserve"
"CN"	"BIRDLIFE_27193"	"Fobao Forest Park"
"CN"	"BIRDLIFE_27210"	"Fodingshan Forest"
"CN"	"BIRDLIFE_15634"	"Foping Nature Reserve"
"CN"	"BIRDLIFE_15713"	"Fujian Wuyi Shan Nature Reserve"
"CN"	"BIRDLIFE_15701"	"Fujiang Taigong Shan"
"CN"	"BIRDLIFE_27218"	"Funing Niaowangshan"
"CN"	"BIRDLIFE_15715"	"Funing Wan"
"CN"	"BIRDLIFE_15622"	"Funiu Shan Nature Reserve"
"CN"	"BIRDLIFE_15736"	"Futian"
"CN"	"BIRDLIFE_15516"	"Ganligahai-Zecha Nature Reserve"
"CN"	"BIRDLIFE_15789"	"Ganshiling"
"CN"	"BIRDLIFE_27224"	"Gaole Shan Nature Reserve"
"CN"	"BIRDLIFE_15567"	"Gaoligong Shan Nature Reserve (southern section)"
"CN"	"BIRDLIFE_15641"	"Gaoyou Hu"
"CN"	"BIRDLIFE_15401"	"Genhe"
"CN"	"BIRDLIFE_23235"	"Gongbo Nature Reserve"
"CN"	"BIRDLIFE_15543"	"Gongga Shan Nature Reserve"
"CN"	"BIRDLIFE_15443"	"Gongliu spruce forest"
"CN"	"BIRDLIFE_15735"	"Gongping Dahu Nature Reserve"
"CN"	"BIRDLIFE_15475"	"Gonjo"
"CN"	"BIRDLIFE_15659"	"Guanshan Nature Reserve"
"CN"	"BIRDLIFE_15596"	"Guanting Reservoir"
"CN"	"BIRDLIFE_15767"	"Gulongshan"
"CN"	"BIRDLIFE_15653"	"Guniujiang Nature Reserve"
"CN"	"BIRDLIFE_15754"	"Gupo Shan"
"CN"	"BIRDLIFE_15698"	"Gutian Shan Nature Reserve"
"CN"	"BIRDLIFE_15757"	"Guxiu Nature Reserve"
"CN"	"BIRDLIFE_15605"	"Hailü Dao"
"CN"	"BIRDLIFE_15397"	"Haimao Dao Island"
"CN"	"BIRDLIFE_15742"	"Haiyangshan Nature Reserve"
"CN"	"BIRDLIFE_23155"	"Haizishan Nature Reserve"
"CN"	"BIRDLIFE_15353"	"Hala Hai"
"CN"	"BIRDLIFE_15691"	"Hangzhou Wan"
"CN"	"BIRDLIFE_15400"	"Hanma Nature Reserve"
"CN"	"BIRDLIFE_15410"	"Hasuhai Nature Reserve"
"CN"	"BIRDLIFE_23154"	"Heishuihe Nature Reserve (Dayi)"
"CN"	"BIRDLIFE_15360"	"Heiyupao Nature Reserve"
"CN"	"BIRDLIFE_27192"	"Heizhugou Nature Reserve"
"CN"	"BIRDLIFE_15501"	"Helan Shan Nature Reserve (Ningxia)"
"CN"	"BIRDLIFE_27225"	"Henghe Liangzi"
"CN"	"BIRDLIFE_15512"	"Heshui"
"CN"	"BIRDLIFE_15628"	"Heyang Huang He Wetlands Nature Reserve"
"CN"	"BIRDLIFE_15411"	"Holqin Nature Reserve"
"CN"	"BIRDLIFE_15667"	"Hong Hu Wetland Nature Reserve"
"CN"	"BIRDLIFE_15584"	"Hongfeng Hu and Baihua Hu"
"CN"	"BIRDLIFE_15407"	"Honggolj Nature Reserve"
"CN"	"BIRDLIFE_15352"	"Honghe Nature Reserve"
"CN"	"BIRDLIFE_15692"	"Hongjian Nur"
"CN"	"BIRDLIFE_15459"	"Hotan Oasis"
"CN"	"BIRDLIFE_15665"	"Houhe Nature Reserve"
"CN"	"BIRDLIFE_15778"	"Houshui Wan"
"CN"	"BIRDLIFE_15518"	"Huang He Shouqu Nature Reserve"
"CN"	"BIRDLIFE_15645"	"Huangfu Shan Nature Reserve"
"CN"	"BIRDLIFE_15577"	"Huanglianshan"
"CN"	"BIRDLIFE_15627"	"Huanglong Shan Brown Eared-pheasant Nature Reserve"
"CN"	"BIRDLIFE_15527"	"Huanglongsi Nature Reserve"
"CN"	"BIRDLIFE_15683"	"Huangsang Nature Reserve"
"CN"	"BIRDLIFE_27181"	"Huanzidong"
"CN"	"BIRDLIFE_15729"	"Huashui Shan"
"CN"	"BIRDLIFE_15756"	"Huashuichong Nature Reserve"
"CN"	"BIRDLIFE_15406"	"Huihe Nature Reserve"
"CN"	"BIRDLIFE_15566"	"Huize Black-necked Crane Nature Reserve"
"CN"	"BIRDLIFE_15367"	"Hukou Wetland Nature Reserve"
"CN"	"BIRDLIFE_15341"	"Huma He Nature Reserve"
"CN"	"BIRDLIFE_15670"	"Huping Shan Nature Reserve"
"CN"	"BIRDLIFE_15402"	"Huret"
"CN"	"BIRDLIFE_15342"	"Huzhong Nature Reserve"
"CN"	"BIRDLIFE_15441"	"Ili River basin"
"CN"	"BIRDLIFE_15788"	"Jianfengling"
"CN"	"BIRDLIFE_15493"	"Jiang Cun"
"CN"	"BIRDLIFE_15679"	"Jiangkou Niaozhou Nature Reserve"
"CN"	"BIRDLIFE_15725"	"Jiangkou Xiang-Mashi Zhen"
"CN"	"BIRDLIFE_15660"	"Jiangxi Wuyi Shan Nature Reserve"
"CN"	"BIRDLIFE_27197"	"Jianhu Nature Reserve"
"CN"	"BIRDLIFE_15752"	"Jiaqiaoling Nature Reserve"
"CN"	"BIRDLIFE_15625"	"Jigong Shan Nature Reserve"
"CN"	"BIRDLIFE_15555"	"Jinfo Shan Nature Reserve"
"CN"	"BIRDLIFE_15661"	"Jinggang Shan Nature Reserve"
"CN"	"BIRDLIFE_15371"	"Jingpo Hu Nature Reserve"
"CN"	"BIRDLIFE_15463"	"Jingyu Hu"
"CN"	"BIRDLIFE_15505"	"Jinta"
"CN"	"BIRDLIFE_15532"	"Jiuding Shan Nature Reserve"
"CN"	"BIRDLIFE_15644"	"Jiuduansha Nature Reserve"
"CN"	"BIRDLIFE_15669"	"Jiugong Shan Nature Reserve"
"CN"	"BIRDLIFE_15662"	"Jiulianshan Nature Reserve"
"CN"	"BIRDLIFE_27248"	"Jiulingshan Nature Reserve"
"CN"	"BIRDLIFE_15705"	"Jiulong Shan Nature Reserve (Zhejiang)"
"CN"	"BIRDLIFE_27239"	"Jiushan Islands Nature Reserve"
"CN"	"BIRDLIFE_15744"	"Jiuwan Shan Nature Reserve"
"CN"	"BIRDLIFE_15686"	"Jiuyi Shan Nature Reserve"
"CN"	"BIRDLIFE_15525"	"Jiuzhaigou Nature Reserve"
"CN"	"BIRDLIFE_23249"	"Jizu Shan Nature Reserve"
"CN"	"BIRDLIFE_15515"	"Jonê"
"CN"	"BIRDLIFE_15619"	"Kaifeng Liuyuankou Nature Reserve"
"CN"	"BIRDLIFE_27182"	"Karamay Mountains"
"CN"	"BIRDLIFE_15431"	"Karamay desert and lakes"
"CN"	"BIRDLIFE_15482"	"Karze Reservoir"
"CN"	"BIRDLIFE_15531"	"Kasha Hu Nature Reserve"
"CN"	"BIRDLIFE_15345"	"Keluo He Nature Reserve"
"CN"	"BIRDLIFE_15442"	"Kunes forest"
"CN"	"BIRDLIFE_15703"	"Kuocang Shan Nature Reserve"
"CN"	"BIRDLIFE_15535"	"Labahe Nature Reserve"
"CN"	"BIRDLIFE_15753"	"Lagou Nature Reserve"
"CN"	"BIRDLIFE_16395"	"Laizhou Wan"
"CN"	"BIRDLIFE_27229"	"Lanbowan–Qilihe Wetland"
"CN"	"BIRDLIFE_15697"	"Lanting Damiaowu"
"CN"	"BIRDLIFE_27228"	"Lao Shan Mountain"
"CN"	"BIRDLIFE_15354"	"Laodengshan Nature Reserve"
"CN"	"BIRDLIFE_15398"	"Laotieshan"
"CN"	"BIRDLIFE_15564"	"Lashi Hai"
"CN"	"BIRDLIFE_15586"	"Leigong Shan Nature Reserve"
"CN"	"BIRDLIFE_27191"	"Lengshuihe Nature Reserve"
"CN"	"BIRDLIFE_15356"	"Liangshui Nature Reserve"
"CN"	"BIRDLIFE_15514"	"Lianhua Shan"
"CN"	"BIRDLIFE_15358"	"Lianhuanhu Waterbird Nature Reserve"
"CN"	"BIRDLIFE_16394"	"Lianyungang saltworks"
"CN"	"BIRDLIFE_15782"	"Limushan"
"CN"	"BIRDLIFE_27178"	"Lindian County Xinxing Horse Ranch and Julang Pasture"
"CN"	"BIRDLIFE_15748"	"Linduo"
"CN"	"BIRDLIFE_27227"	"Linkang Shan Nature Reserve"
"CN"	"BIRDLIFE_15614"	"Lishan Nature Reserve"
"CN"	"BIRDLIFE_15504"	"Liupan Shan Nature Reserve"
"CN"	"BIRDLIFE_23270"	"Liziping Nature Reserve"
"CN"	"BIRDLIFE_15511"	"Loess Plateau in western Gansu"
"CN"	"BIRDLIFE_27179"	"Longfeng Wetland Nature Reserve"
"CN"	"BIRDLIFE_15666"	"Longgan Hu Wetland Nature Reserve"
"CN"	"BIRDLIFE_15766"	"Longhua"
"CN"	"BIRDLIFE_15769"	"Longhushan"
"CN"	"BIRDLIFE_15755"	"Longlin-Xilin"
"CN"	"BIRDLIFE_15716"	"Longqi Shan Nature Reserve"
"CN"	"BIRDLIFE_15771"	"Longshan section of Nonggang"
"CN"	"BIRDLIFE_15519"	"Longshengou Nature Reserve"
"CN"	"BIRDLIFE_15387"	"Longtan Reservoir"
"CN"	"BIRDLIFE_23224"	"Longxi-Hongkou Nature Reserve"
"CN"	"BIRDLIFE_15451"	"Lower reaches of Tarim River"
"CN"	"BIRDLIFE_15590"	"Luan He Estuary"
"CN"	"BIRDLIFE_15561"	"Lugu Hu"
"CN"	"BIRDLIFE_15503"	"Luoshan Nature Reserve"
"CN"	"BIRDLIFE_15610"	"Luya Shan Nature Reserve"
"CN"	"BIRDLIFE_15544"	"Ma'an Shan Nature Reserve"
"CN"	"BIRDLIFE_15548"	"Mamize Nature Reserve"
"CN"	"BIRDLIFE_15687"	"Mangshan Nature Reserve"
"CN"	"BIRDLIFE_15399"	"Mangui"
"CN"	"BIRDLIFE_15738"	"Mao'er Shan Nature Reserve"
"CN"	"BIRDLIFE_15587"	"Maolan Nature Reserve"
"CN"	"BIRDLIFE_15346"	"Maoshan Nature Reserve"
"CN"	"BIRDLIFE_15494"	"Markam"
"CN"	"BIRDLIFE_15457"	"Markit-Yarkant Oasis"
"CN"	"BIRDLIFE_27230"	"Matoushan Nature Reserve"
"CN"	"BIRDLIFE_27203"	"Mayanghe Nature Reserve"
"CN"	"BIRDLIFE_15720"	"Meihua Shan Nature Reserve"
"CN"	"BIRDLIFE_15372"	"Melmeg (Momege) Nature Reserve"
"CN"	"BIRDLIFE_15620"	"Mengjin Huanghe Nature Reserve"
"CN"	"BIRDLIFE_15528"	"Micang Shan Nature Reserve"
"CN"	"BIRDLIFE_15717"	"Min Jiang Estuary"
"CN"	"BIRDLIFE_15517"	"Min Shan mountains"
"CN"	"BIRDLIFE_15509"	"Minqin"
"CN"	"BIRDLIFE_15595"	"Miyun Reservoir"
"CN"	"BIRDLIFE_15438"	"Mori Grassland"
"CN"	"BIRDLIFE_15651"	"Mount Huang Shan"
"CN"	"BIRDLIFE_15448"	"Mount Tuomuer Nature Reserve"
"CN"	"BIRDLIFE_15585"	"Mountains streams in Pingtang and Guiding"
"CN"	"BIRDLIFE_15370"	"Mudanfeng Nature Reserve"
"CN"	"BIRDLIFE_15549"	"Muli (Ma'an Shan)"
"CN"	"BIRDLIFE_15745"	"Mulun Nature Reserve"
"CN"	"BIRDLIFE_20939"	"Nabanhe Nature Reserve"
"CN"	"BIRDLIFE_15559"	"Nagpag Co (Napa Hai) Nature Reserve"
"CN"	"BIRDLIFE_15477"	"Nam Co"
"CN"	"BIRDLIFE_15592"	"Nandagang Wetland Nature Reserve"
"CN"	"BIRDLIFE_15576"	"Nangunhe"
"CN"	"BIRDLIFE_27247"	"Nanji Islands Nature Reserve"
"CN"	"BIRDLIFE_15731"	"Nankun Shan Nature Reserve"
"CN"	"BIRDLIFE_15724"	"Nanling mountains"
"CN"	"BIRDLIFE_15773"	"Nanliujiang Hekou"
"CN"	"BIRDLIFE_15608"	"Nansihu Nature Reserve"
"CN"	"BIRDLIFE_15781"	"Nanweiling"
"CN"	"BIRDLIFE_15343"	"Nanweng He Nature Reserve"
"CN"	"BIRDLIFE_15678"	"Nanyue Nature Reserve"
