GLOBAL UNIQUE IDENTIFIER	LAST EDITED DATE	TAXONOMIC ORDER	CATEGORY	TAXON CONCEPT ID	COMMON NAME	SCIENTIFIC NAME	SUBSPECIES COMMON NAME	SUBSPECIES SCIENTIFIC NAME	EXOTIC CODE	OBSERVATION COUNT	BREEDING CODE	BREEDING CATEGORY	BEHAVIOR CODE	AGE/SEX	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	OBSERVER ORCID ID	SAMPLING EVENT IDENTIFIER	OBSERVATION TYPE	PROTOCOL NAME	PROTOCOL CODE	PROJECT NAMES	PROJECT IDENTIFIERS	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	HAS MEDIA	APPROVED	REVIEWED	REASON	CHECKLIST COMMENTS	SPECIES COMMENTS	
URN:CornellLabOfOrnithology:EBIRD:OBS2982449318	2025-04-06 01:00:07.228402	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				7					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Van De Graaff Park	L6812257	H	33.2221657	-87.5991654	2025-03-21	16:33:00	obsr3423678		S219864026	Traveling	Traveling	P22			109	2.308		2	1	G14291243	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2968313047	2025-03-17 09:59:10.37814	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Western Riverwalk	L41309016	P	33.2113430	-87.5767710	2025-03-16	16:19:00	obsr3423678		S218979312	Traveling	Traveling	P22			130	3.868		2	1	G14263565	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3002227620	2025-03-28 11:33:23.532042	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				X					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			30th St Northport	L41771751	P	33.2371580	-87.5873120	2025-03-28	10:31:00	obsr53167		S221301282	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2947228681	2025-03-09 19:21:30.149399	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			2011 Corbell Drive	L4921819	P	33.1879866	-87.4227580	2025-03-09	18:13:00	obsr447687		S217592575	Traveling	Traveling	P22			6	0.193		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2997651331	2025-03-26 16:57:48.423002	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				6	CN	C4	CN		United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Munny Sokol Park	L4032522	H	33.2652452	-87.5350821	2025-03-26	14:37:00	obsr2915343		S220974688	Traveling	Traveling	P22			80	2.229		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2982473885	2025-03-21 19:35:13.699745	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Munny Sokol Park	L4032522	H	33.2652452	-87.5350821	2025-03-21	17:49:00	obsr850449		S219865277	Traveling	Traveling	P22			44	2.122		2	1		0	1	0			Heard calls and singing	
URN:CornellLabOfOrnithology:EBIRD:OBS2966423378	2025-03-16 08:44:46.154903	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Lakefield Drive, Tuscaloosa	L10510092	H	33.1559565	-87.6336990	2025-03-16	07:30:00	obsr1073731		S218826543	Traveling	Traveling	P22			13	1.207		2	1	G14254293	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2966874568	2025-03-20 17:03:07.985627	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-16	08:38:00	obsr451424		S218869929	Traveling	Traveling	P22			91	16.270		2	1	G14255396	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3009323591	2025-03-30 16:37:05.670319	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			17694 U.S. 43, Northport, Alabama, US (33.425, -87.605)	L27095723	P	33.4251511	-87.6054867	2025-03-30	09:20:00	obsr916618		S221925640	Stationary	Stationary	P21			26			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2937695314	2025-03-06 18:20:09.858382	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Snow Hinton Park, Tuscaloosa US-AL 33.18816, -87.52416	L40911554	P	33.1881550	-87.5241590	2025-03-06	16:42:00	obsr3423678		S216949710	Traveling	Traveling	P22			37	1.889		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3005385121	2025-03-30 20:33:37.575882	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				8					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama Arboretum	L2117830	H	33.1945625	-87.4808264	2025-03-29	06:46:00	obsr2915343		S221580724	Traveling	Traveling	P22			302	4.426		2	1	G14343766	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2942416281	2025-03-08 10:13:12.755944	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			2011 Corbell Drive	L4921819	P	33.1879866	-87.4227580	2025-03-08	08:34:00	obsr447687		S217222200	Traveling	Traveling	P22			5	0.225		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2993985246	2025-03-25 12:33:59.795627	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			I-20 Cottondale Rest Area	L4472327	H	33.1897681	-87.3242283	2025-03-25	11:26:00	obsr588957		S220717082	Stationary	Stationary	P21			6			2	1	G14319633	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2953345982	2025-03-11 18:51:07.06376	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			JMF	L7287743	P	33.2148430	-87.5676020	2025-03-11	16:50:00	obsr850449		S217966225	Traveling	Traveling	P22			60	1.372		1	1		0	1	0			Heard calls; NE woods	
URN:CornellLabOfOrnithology:EBIRD:OBS2997130256	2025-03-26 18:37:36.625951	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			6906–6982 Black Warrior Rd, Tuscaloosa US-AL 33.13662, -87.66549	L41701616	P	33.1366220	-87.6654910	2025-03-26	12:02:00	obsr355910		S220938094	Stationary	Stationary	P21			20			1	1	G14327404	0	1	0		The flock of Pectoral sandpipers were feed in the mud where turf had been removed and were there the entire time I was birding.  I focused on the sandpipers.  I did not go looking for the other birds I heard singing.	By ear only, verified with Merlin.	
URN:CornellLabOfOrnithology:EBIRD:OBS3011180480	2025-03-31 08:35:28.401731	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			2011 Corbell Drive	L4921819	P	33.1879866	-87.4227580	2025-03-31	07:23:00	obsr447687		S222040219	Traveling	Traveling	P22			11	0.097		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2961087783	2025-03-14 19:57:46.221505	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-14	12:04:00	obsr1139460		S218473200	Traveling	Traveling	P22			40	4.682		2	1	G14241121	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2997882800	2025-03-26 18:38:44.381606	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			6906–6982 Black Warrior Rd, Tuscaloosa US-AL 33.13662, -87.66549	L41701616	P	33.1366220	-87.6654910	2025-03-26	12:02:00	obsr1242913		S220991133	Stationary	Stationary	P21			20			1	1	G14327404	0	1	0			By ear only, verified with Merlin.	
URN:CornellLabOfOrnithology:EBIRD:OBS2919749177	2025-03-01 23:25:39.781016	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Lakefield Drive, Tuscaloosa	L10510092	H	33.1559565	-87.6336990	2025-03-01	06:21:00	obsr1073731		S215984764	Traveling	Traveling	P22			24	1.092		2	1	G14142220	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2996442628	2025-03-26 09:02:33.216757	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-26	07:46:00	obsr451424		S220874690	Stationary	Stationary	P21			15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2975923103	2025-03-19 10:25:26.480296	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			2011 Corbell Drive	L4921819	P	33.1879866	-87.4227580	2025-03-19	09:10:00	obsr447687		S219406460	Traveling	Traveling	P22			15	0.080		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2967273337	2025-04-05 21:46:05.980808	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-16	10:57:00	obsr212979		S218906001	Traveling	Traveling	P22			85	21.308		2	1		0	1	0		64 degrees, partly sunny, wind W11.		
URN:CornellLabOfOrnithology:EBIRD:OBS2949553415	2025-03-10 13:49:15.746103	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				5					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-10	11:16:00	obsr451424		S217724748	Traveling	Traveling	P22			77	12.810		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2971472246	2025-03-17 20:10:00.795541	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050	L39487371	P	33.1044400	-87.5504990	2025-03-17	18:29:00	obsr355910		S219146769	Traveling	Traveling	P22			36	0.161		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2934745948	2025-03-05 17:39:24.581797	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050	L39487371	P	33.1044400	-87.5504990	2025-03-05	15:58:00	obsr355910		S216795748	Stationary	Stationary	P21			38			1	1		0	1	0		As seen from inside my home.  Cloudy, windy, 51°		
URN:CornellLabOfOrnithology:EBIRD:OBS2920142976	2025-03-01 23:25:36.561672	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-01	06:48:00	obsr451424		S216022486	Traveling	Traveling	P22			142	11.467		2	1	G14143492	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3009188075	2025-03-30 15:50:22.056103	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Lakefield Drive, Tuscaloosa	L10510092	H	33.1559565	-87.6336990	2025-03-30	14:35:00	obsr1073731		S221915036	Traveling	Traveling	P22			13	1.089		2	1	G14354286	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2995015041	2025-03-25 19:04:15.436135	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				5					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			JMF	L7287743	P	33.2148430	-87.5676020	2025-03-25	16:37:00	obsr850449		S220791095	Traveling	Traveling	P22			86	1.734		1	1		0	1	0			Heard squeaky calls; then heard singing; saw birds; west woodlot and E parking lot area	
URN:CornellLabOfOrnithology:EBIRD:OBS2933256780	2025-03-05 07:43:54.669907	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-05	06:27:00	obsr451424		S216708215	Stationary	Stationary	P21			15			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2975749656	2025-03-19 09:23:38.084505	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			5765–5789 Martin Luther King Jr Blvd, Tuscaloosa US-AL 33.15884, -87.59483	L41334315	P	33.1588440	-87.5948260	2025-03-17	14:26:00	obsr503027		S219392657	Stationary	Stationary	P21			13			1	1	G14276113	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3004943222	2025-03-30 20:33:58.098671	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Randall Family Park	L41817972	P	33.2249100	-87.5288470	2025-03-29	07:02:00	obsr3423678		S221532918	Traveling	Traveling	P22			153	2.973		2	1	G14343859	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2927825907	2025-03-03 14:25:19.100681	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		28			Tannehill Ironworks Historical Park	L1132450	H	33.2510342	-87.0666504	2025-03-03	08:05:00	obsr556872		S216476722	Traveling	Traveling	P22			35	1.127		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2919749212	2025-03-01 23:25:39.781016	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Lakefield Drive, Tuscaloosa	L10510092	H	33.1559565	-87.6336990	2025-03-01	06:21:00	obsr451424		S215984765	Traveling	Traveling	P22			24	1.092		2	1	G14142220	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2990340226	2025-03-24 09:16:10.411641	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Deerlick Creek Park	L25275013	H	33.2564480	-87.4310370	2025-03-24	06:55:00	obsr151204		S220458394	Traveling	Traveling	P22			71	1.877		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2996883461	2025-03-26 12:01:58.868315	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			2011 Corbell Drive	L4921819	P	33.1879866	-87.4227580	2025-03-26	10:53:00	obsr447687		S220917607	Traveling	Traveling	P22			7	0.129		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2930040874	2025-03-04 07:42:07.176854	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-04	06:24:00	obsr451424		S216566409	Stationary	Stationary	P21			16			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3009418901	2025-03-30 17:15:29.683739	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			River Bend Turf	L5039140	H	33.1335213	-87.6534175	2025-03-30	15:11:00	obsr451424		S221934152	Traveling	Traveling	P22			60	13.532		2	1	G14355008	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2975115478	2025-03-19 02:22:58.018478	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cypress Pond	L654530	H	33.0724477	-87.6296997	2025-03-18	18:40:00	obsr3031639		S219345488	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2956355806	2025-03-12 18:50:14.756542	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			JMF	L7287743	P	33.2148430	-87.5676020	2025-03-12	16:38:00	obsr850449		S218153599	Traveling	Traveling	P22			71	1.426		1	1		0	1	0			Heard calling and singing; E parking lot area and west woodlot	
URN:CornellLabOfOrnithology:EBIRD:OBS2969568226	2025-03-17 07:28:25.554009	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-17	06:25:00	obsr451424		S219026395	Stationary	Stationary	P21			3			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2989516391	2025-03-24 00:31:28.108217	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				4					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Robert Platt Memorial Levee Trail	L41593260	P	33.2215230	-87.5658540	2025-03-23	16:34:00	obsr3774491		S220407132	Traveling	Traveling	P22			60	2.414		2	1	G14310966	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3005159442	2025-03-29 11:43:06.253567	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		28			Tannehill Ironworks Historical Park	L1132450	H	33.2510342	-87.0666504	2025-03-28	08:00:00	obsr556872		S221557464	Traveling	Traveling	P22			40	0.805		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2987030260	2025-03-23 09:07:10.576223	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home Sweet Home 🏡	L21162548	P	33.1787410	-87.4831320	2025-03-23	07:00:00	obsr3423678		S220210138	Stationary	Stationary	P21			50			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2958031737	2025-03-13 10:35:49.355455	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Home Sweet Home 🏡	L21162548	P	33.1787410	-87.4831320	2025-03-13	07:26:00	obsr3423678		S218238699	Stationary	Stationary	P21			30			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3004762978	2025-03-29 09:35:15.718018	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			17694 U.S. 43, Northport, Alabama, US (33.425, -87.605)	L27095723	P	33.4251511	-87.6054867	2025-03-28	16:20:00	obsr916618		S221508922	Stationary	Stationary	P21			36			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3003953727	2025-03-29 01:01:12.389922	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L38588225	P	33.2166920	-87.5499850	2025-03-28	08:30:00	obsr3031639		S221427390	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2968539453	2025-03-16 21:08:19.872572	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			3201 Mayberry Landing Dr, Northport US-AL 33.25569, -87.58854	L41311169	P	33.2556890	-87.5885350	2025-03-16	15:14:00	obsr909517		S218990316	Traveling	Traveling	P22			62	3.219		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3005114932	2025-03-29 11:28:24.593291	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		28			Tannehill Ironworks Historical Park	L1132450	H	33.2510342	-87.0666504	2025-03-26	08:20:00	obsr556872		S221551687	Traveling	Traveling	P22			45	0.966		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2987170095	2025-03-23 09:54:50.073479	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			10814 Little Sandy Rd, Tuscaloosa US-AL 33.10444, -87.55050	L39487371	P	33.1044400	-87.5504990	2025-03-23	08:29:00	obsr355910		S220225451	Stationary	Stationary	P21			21			1	1		0	1	0		As seen from inside house.		
URN:CornellLabOfOrnithology:EBIRD:OBS2993577397	2025-03-25 10:26:16.17139	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			2011 Corbell Drive	L4921819	P	33.1879866	-87.4227580	2025-03-25	09:19:00	obsr447687		S220681011	Stationary	Stationary	P21			6			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2961548885	2025-03-14 17:00:01.758986	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Rocky Branch Park	L2612316	H	33.2760286	-87.4145222	2025-03-14	08:40:00	obsr1139460		S218506433	Traveling	Traveling	P22			130	4.200		2	1	G14240709	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2984022142	2025-03-22 10:30:14.25988	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				5					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			3201 Mayberry Landing Dr, Northport US-AL 33.25574, -87.58848	L41506631	P	33.2557420	-87.5884750	2025-03-22	07:54:00	obsr909517		S219977403	Traveling	Traveling	P22			95	3.773		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2980152515	2025-03-20 23:24:45.09513	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				3					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L38588225	P	33.2166920	-87.5499850	2025-03-20	09:25:00	obsr3031639		S219706807	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2990289823	2025-03-24 08:55:07.661366	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-24	07:49:00	obsr451424		S220454028	Stationary	Stationary	P21			5			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3011058376	2025-03-31 07:39:41.423899	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			23rd Street Area, Tuscaloosa	L12228602	P	33.1882745	-87.5396724	2025-03-31	06:21:00	obsr451424		S222027696	Stationary	Stationary	P21			16			1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3005370262	2025-03-30 20:33:37.575882	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				8					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama Arboretum	L2117830	H	33.1945625	-87.4808264	2025-03-29	06:46:00	obsr451424		S221580320	Traveling	Traveling	P22			302	4.426		2	1	G14343766	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3000480861	2025-03-27 17:35:07.200308	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				2					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			4720 Appletree Ln, Tuscaloosa US-AL 33.16276, -87.46696	L21921327	P	33.1627570	-87.4669560	2025-03-27	16:32:00	obsr1266286		S221175973	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS3005588041	2025-03-29 14:14:17.796465	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				9					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Munny Sokol Park	L4032522	H	33.2652452	-87.5350821	2025-03-29	09:15:00	obsr374184		S221600679	Traveling	Traveling	P22			180	3.991		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2987218231	2025-03-24 16:40:48.59988	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				8					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125	BIRDLIFE_31408|US-AL_2619	27			Fire Tower Road	L39913834	P	33.0181620	-87.3682880	2025-03-23	06:52:00	obsr1073731		S220230843	Traveling	Traveling	P22			130	10.578		2	1	G14304001	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2977675854	2025-03-20 00:53:48.649523	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			University of Alabama	L38588225	P	33.2166920	-87.5499850	2025-03-19	08:30:00	obsr3031639		S219529729	Incidental	Incidental	P20						1	0		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2972803085	2025-03-18 09:06:21.708597	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				4					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Cribbs Mill Creek	L7241704	P	33.1856486	-87.5334964	2025-03-18	07:08:00	obsr1073731		S219202928	Traveling	Traveling	P22			56	0.902		1	1		0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2988822782	2025-03-24 00:31:28.108217	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				4					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Robert Platt Memorial Levee Trail	L41593260	P	33.2215230	-87.5658540	2025-03-23	16:34:00	obsr3423678		S220376433	Traveling	Traveling	P22			60	2.414		2	1	G14310966	0	1	0				
URN:CornellLabOfOrnithology:EBIRD:OBS2923505486	2025-03-03 18:53:38.273542	27107	species	avibase-CB5469E1	Carolina Wren	Thryothorus ludovicianus				1					United States	US	Alabama	US-AL	Tuscaloosa	US-AL-125		27			Lakefield Drive, Tuscaloosa	L10510092	H	33.1559565	-87.6336990	2025-03-02	08:10:00	obsr2615533		S216229669	Traveling	Traveling	P22			23	0.901		1	1		0	1	0				
